dw_site_visitor_id,variant_id,expmt_expsr_utc_ts_epoch
359089308,3325,1517682791.099
359089308,3325,1517682799.019
359144168,3324,1517692329.922
359099326,3325,1517697751.871
329301638,3324,1517687396.357
218041161,3324,1517679014.647
359397942,3325,1517632496.442
356696094,3325,1517683415.407
359345094,3325,1517680512.746
359107191,3324,1517696392.597
359089308,3325,1517682767.852
359130521,3324,1517689345.575
310107521,3325,1517668893.425
358413797,3324,1517688008.758
359070400,3324,1517657864.332
218041161,3324,1517679011.875
218041161,3324,1517679009.382
359130521,3324,1517689338.345
359120757,3325,1517672464.255
359397942,3325,1517632402.334
358814068,3324,1517708653.477
359480448,3325,1517756215.249
272593896,3325,1517706805.192
359478271,3324,1517721295.635
359453493,3325,1517725258.783
359646465,3325,1517732769.02
359583148,3324,1517776442.414
359480448,3325,1517756225.716
359633282,3325,1517765082.609
304257738,3324,1517756939.97
359465609,3325,1517712982.913
359453493,3325,1517725397.728
359633282,3325,1517765098.988
359525255,3325,1517755632.105
359546409,3324,1517779612.143
359478271,3324,1517721315.02
359646465,3325,1517732792.362
359547167,3325,1517761515.536
330424870,3324,1517765445.465
359629960,3324,1517713972.653
359480448,3325,1517756224.871
359492216,3325,1517746146.902
359480448,3325,1517756211.097
360016708,3325,1517864233.887
360016708,3325,1517864607.281
359788693,3325,1517806584.617
359869861,3325,1517845559.566
359776745,3325,1517847725.011
360066853,3325,1517839440.743
360155995,3324,1517862575.949
360016708,3325,1517864579.062
359803676,3325,1517866142.554
343194925,3324,1517848649.39
288276066,3324,1517870747.913
343194925,3324,1517848647.815
359803676,3325,1517866206.81
359788693,3325,1517806494.33
343194925,3324,1517848713.65
359788693,3325,1517806618.704
360029041,3324,1517865540.582
278258431,3324,1517861750.294
360016708,3325,1517864219.77
359788500,3325,1517848243.667
360104543,3325,1517866336.958
360066853,3325,1517839435.222
312527764,3324,1517845018.275
343194925,3324,1517848719.236
359788693,3325,1517806519.489
360016708,3325,1517864149.566
278258431,3324,1517861768.114
343194925,3324,1517848650.897
359803676,3325,1517866159.918
359845385,3325,1517863144.305
343194925,3324,1517848641.235
359788693,3325,1517806464.929
360016708,3325,1517864185.617
359772931,3324,1517852513.47
360016708,3325,1517864101.449
359772931,3324,1517852489.893
360016708,3325,1517864242.16
343194925,3324,1517848661.551
278258431,3324,1517861771.342
360016708,3325,1517864653.868
360016708,3325,1517864657.066
359869861,3325,1517845521.847
194767116,3325,1517828822.834
278258431,3324,1517861771.993
278258431,3324,1517861755.453
360016708,3325,1517864603.105
359848212,3325,1517870433.887
359776745,3325,1517847719.787
360016708,3325,1517864679.217
359788693,3325,1517806489.651
343194925,3324,1517848648.48
359803676,3325,1517866156.144
359776745,3325,1517847786.975
359845385,3325,1517863257.048
359788693,3325,1517806634.03
278258431,3324,1517861743.731
343194925,3324,1517848643.758
359950171,3324,1517877066.216
359950171,3324,1517877061.548
360285068,3324,1517891059.525
336408056,3324,1517935809.413
336408056,3324,1517935798.228
360183897,3324,1517889178.505
360516726,3324,1517937566.863
360454698,3324,1517951552.72
360291400,3324,1517927406.928
360592618,3325,1517928539.086
360360019,3325,1517957330.963
360314995,3325,1517928333.844
360519610,3324,1517952693.952
360360019,3325,1517957290.792
360505187,3324,1517950270.732
360315658,3324,1517943680.703
360243188,3324,1517947180.355
360243188,3324,1517947150.471
360243188,3324,1517947148.074
360446402,3325,1517890088.739
360171118,3324,1517939816.442
359925686,3325,1517923899.351
360243188,3324,1517947142.833
360526354,3324,1517933430.513
360368481,3325,1517930091.577
336408056,3324,1517935797.747
360519610,3324,1517952701.038
360171118,3324,1517939801.074
360592618,3325,1517928512.506
360198091,3324,1517958611.047
360360019,3325,1517957326.634
360209495,3324,1517938256.601
360592618,3325,1517928569.311
360526354,3324,1517933446.313
360505187,3324,1517950276.314
360505187,3324,1517950302.684
360421122,3324,1517884617.149
184315919,3324,1517942640.05
360516726,3324,1517937603.498
360592618,3325,1517928528.043
360285068,3324,1517891046.575
360454698,3324,1517951541.128
360421122,3324,1517884612.927
360505187,3324,1517950313.049
360243188,3324,1517947154.462
360516726,3324,1517937555.241
360360019,3325,1517957313.815
360243188,3324,1517947157.688
360243188,3324,1517947167.706
360540441,3325,1517954202.618
360315658,3324,1517943650.747
360252914,3324,1517929259.951
360279372,3325,1517936815.191
360173721,3324,1517938978.87
360505187,3324,1517950318.583
360209495,3324,1517938218.022
360459613,3324,1517923920.497
360243188,3324,1517947148.565
360334132,3325,1517953367.786
360243188,3324,1517947161.361
360243188,3324,1517947155.925
360516726,3324,1517937593.067
360360019,3325,1517957307.623
360519610,3324,1517952714.488
360198091,3324,1517958614.457
360519610,3324,1517952720.08
360526109,3325,1517962924.786
360526109,3325,1517962973.94
360526109,3325,1517962961.335
360291746,3324,1517964627.56
360977979,3324,1517990308.271
360724043,3325,1518023372.102
323027292,3325,1518024149.075
360886853,3324,1518039622.619
360886853,3324,1518039630.067
360815137,3324,1518046119.107
360736027,3324,1518034776.795
253210581,3324,1518030334.397
360598533,3325,1518026116.054
360789075,3324,1518003960.383
360768058,3324,1518040160.131
360768058,3324,1518040164.68
360768058,3324,1518040241.688
360680339,3325,1518017037.13
360768058,3324,1518040271.149
360768058,3324,1518040259.802
360736027,3324,1518034759.668
253210581,3324,1518030360.163
360766701,3325,1518013414.695
360668199,3325,1518037567.977
360680339,3325,1518017048.616
253210581,3324,1518030328.313
360768058,3324,1518040251.467
360766701,3325,1518013431.034
360788843,3324,1517982073.457
360815137,3324,1518046046.634
360789075,3324,1518003973.365
360736027,3324,1518034725.401
360768058,3324,1518040264.443
360815137,3324,1518046126.741
360768058,3324,1518040256.293
360860145,3325,1518037684.261
360768058,3324,1518040142.208
360860145,3325,1518037655.246
360736027,3324,1518034801.877
360766701,3325,1518013369.398
360860145,3325,1518037636.071
360733642,3324,1518020541.686
360626881,3325,1518022812.541
360768058,3324,1518040249.187
282197102,3325,1517970980.981
282197102,3325,1517971027.582
360598533,3325,1518026111.991
360680339,3325,1518017032.368
360736027,3324,1518034789.726
282197102,3325,1517970981.087
360768058,3324,1518040260.251
360890960,3324,1518048089.969
357182817,3324,1517266078.015
357037151,3324,1517265580.281
357182817,3324,1517266085.48
357182817,3324,1517266083.174
345086475,3324,1517337086.589
357426218,3324,1517330719.628
357360646,3325,1517345224.96
357360646,3325,1517345235.402
357360646,3325,1517345256.924
357426218,3324,1517330713.083
357607730,3324,1517355283.603
357525846,3325,1517335498.111
357426218,3324,1517330724.266
357387718,3324,1517346050.428
357426218,3324,1517330701.071
357360646,3325,1517345238.351
357387718,3324,1517346037.291
357383845,3325,1517350664.524
357387718,3324,1517346064.861
357623472,3324,1517288672.882
357618525,3324,1517319791.255
357638777,3325,1517278017.594
357618525,3324,1517319765.657
357360646,3325,1517345241.225
357383845,3325,1517350652.87
357715004,3324,1517336665.426
357387718,3324,1517346341.798
357618525,3324,1517319789.962
357764055,3325,1517343962.688
357402339,3325,1517330570.854
357715004,3324,1517336651.639
357715004,3324,1517336701.797
357387718,3324,1517345952.338
357618525,3324,1517319775.009
357623472,3324,1517289610.102
357517565,3325,1517315224.279
357764055,3325,1517343977.276
357383845,3325,1517350559.845
357357488,3325,1517325046.902
357360646,3325,1517345252.188
357571710,3324,1517319892.713
357519093,3324,1517315424.631
357360646,3325,1517345202.446
357448457,3325,1517350893.45
357402339,3325,1517330575.183
357672410,3324,1517278533.207
345086475,3324,1517337095.393
357517398,3324,1517316261.675
353337605,3324,1517336308.536
357420027,3324,1517335529.11
357715004,3324,1517336657.981
357517565,3325,1517315242.675
357426218,3324,1517330704.793
357383845,3325,1517350656.446
357387718,3324,1517346333.597
357360646,3325,1517345176.013
357764055,3325,1517343969.459
345086475,3324,1517337111.681
357525846,3325,1517335478.837
357652238,3325,1517324118.267
357623472,3324,1517289618.446
353337605,3324,1517336314.784
357402339,3325,1517331445.195
357387718,3324,1517346371.185
357426218,3324,1517330725.894
357420027,3324,1517335536.225
357387718,3324,1517345966.991
357517565,3325,1517315227.252
357426218,3324,1517330721.309
357426218,3324,1517330709.128
357426218,3324,1517330716.469
357641103,3325,1517335892.436
357876809,3324,1517434415.247
299855923,3324,1517366315.21
357876809,3324,1517434423.011
357890272,3325,1517431707.754
357816956,3324,1517372252.495
358189909,3325,1517377173.048
357811329,3325,1517424759.926
358162018,3325,1517438484.38
357876809,3324,1517434326.325
357811329,3325,1517424802.574
352534746,3324,1517366570.065
358142666,3325,1517412914.915
358039434,3324,1517430549.366
358019976,3325,1517422717.27
357852663,3324,1517405300.349
357834738,3324,1517433592.576
355140013,3324,1517412930.137
346206109,3324,1517430869.995
357833125,3324,1517413121.267
357946434,3324,1517415945.512
315305232,3324,1517398185.184
346206109,3324,1517430899.579
357984430,3324,1517422165.193
357900710,3324,1517427477.925
357945839,3324,1517435050.904
357811329,3325,1517424758.193
347453939,3324,1517418854.781
357811329,3325,1517424771.075
358005112,3325,1517427038.268
358162018,3325,1517438504.531
357811329,3325,1517424751.919
357944453,3325,1517405349.848
357944453,3325,1517405353.568
357876809,3324,1517434398.874
357946434,3324,1517415951.498
358226683,3324,1517380022.31
358020781,3325,1517362509.222
357791372,3324,1517408270.901
357791372,3324,1517408248.692
357791372,3324,1517408271.72
358000847,3325,1517418199.96
358142666,3325,1517412892.621
358130744,3324,1517366890.489
358226683,3324,1517379997.087
355599679,3324,1517417556.433
358130744,3324,1517366864.805
358189909,3325,1517377169.792
358160815,3325,1517415367.932
358021873,3324,1517438283.666
357791372,3324,1517408261.082
357876809,3324,1517434343.212
352534746,3324,1517366539.838
358142666,3325,1517412903.319
357852663,3324,1517405046.698
358020781,3325,1517362473.962
358005112,3325,1517427033.42
299855923,3324,1517366297.672
357811329,3325,1517424740.362
358616300,3324,1517508479.675
358594921,3325,1517520976.374
358456930,3324,1517503468.545
358585033,3324,1517528522.037
354790659,3325,1517477036.074
358609699,3325,1517515134.487
358594921,3325,1517520984.922
358245017,3324,1517520931.705
358512712,3324,1517516053.772
352034189,3324,1517518968.94
358490902,3325,1517504969.639
358512712,3324,1517516046.286
358558898,3325,1517494554.924
358446302,3324,1517519090.501
358585033,3324,1517528637.726
358594921,3325,1517520987.241
358280004,3324,1517511712.15
358528710,3324,1517495293.021
358265230,3324,1517509013.06
358446302,3324,1517519095.39
358268658,3324,1517494411.683
358327264,3324,1517490208.067
358310306,3324,1517506694.841
358280004,3324,1517511771.214
358528710,3324,1517495320.398
358594921,3325,1517520986.358
354041720,3324,1517513591.557
352034189,3324,1517519110.247
354041720,3324,1517513599.682
358280004,3324,1517511770.856
358585033,3324,1517528536.375
358591110,3324,1517513332.42
358446302,3324,1517519063.697
358245017,3324,1517520969.217
358268658,3324,1517494401.24
358524272,3325,1517503891.574
358512712,3324,1517516063.171
358413224,3325,1517516836.205
358490902,3325,1517504900.525
358554024,3324,1517517435.542
352034189,3324,1517519017.992
358265230,3324,1517509012.364
358609699,3325,1517515112.465
358280004,3324,1517511761.283
358554024,3324,1517517443.517
354041720,3324,1517513607.501
358594921,3325,1517520985.424
358528710,3324,1517495326.106
358579562,3324,1517459032.473
358265230,3324,1517508960.836
352034189,3324,1517519071.697
352034189,3324,1517519053.517
358585033,3324,1517528576.136
358594921,3325,1517520970.515
358594921,3325,1517520991.083
340438652,3324,1517591151.227
358818211,3325,1517592137.799
358816648,3325,1517604454.322
358941137,3325,1517546543.474
359017176,3325,1517600684.346
359044255,3325,1517589375.037
358628940,3324,1517598373.102
358818211,3325,1517592059.571
358974073,3324,1517582763.77
358709756,3324,1517587403.102
358644400,3324,1517572439.641
358843225,3325,1517558321.825
358987679,3325,1517595872.52
334589987,3325,1517542323.696
358710272,3324,1517582262.847
278381864,3325,1517604145.236
358683805,3325,1517552545.468
358818211,3325,1517592082.495
358761754,3324,1517578565.873
358901021,3325,1517583482.608
278381864,3325,1517604136.52
358683805,3325,1517552489.954
358854715,3325,1517580643.85
358809735,3325,1517593852.198
358709403,3324,1517537467.115
358818211,3325,1517592088.95
358893753,3324,1517613695.296
358806434,3325,1517587564.94
334589987,3325,1517542301.581
358644400,3324,1517572455.691
358809735,3325,1517593505.552
358874064,3325,1517598034.949
358683805,3325,1517552840.738
358874064,3325,1517598000.005
358709403,3324,1517537455.052
334589987,3325,1517542316.126
355081123,3324,1517563144.645
358835161,3325,1517603969.905
358901021,3325,1517583488.63
358809735,3325,1517593476.937
358818211,3325,1517592074.637
358644400,3324,1517572387.084
358818211,3325,1517592108.983
358683805,3325,1517552607.702
358893753,3324,1517613699.759
358763348,3325,1517583700.881
358763348,3325,1517583636.552
358709403,3324,1517537467.761
334589987,3325,1517542312.256
358778824,3324,1517604885.397
358809735,3325,1517593506.59
358941137,3325,1517546517.621
358808273,3325,1517595381.027
358806434,3325,1517587440.309
358806434,3325,1517587579.508
358721915,3325,1517604592.597
358709403,3324,1517537468.459
358816648,3325,1517604439.248
358683805,3325,1517552500.638
358809735,3325,1517593525.806
358809735,3325,1517593699.033
358710272,3324,1517582219.688
359044255,3325,1517589381.635
358860578,3324,1517595960.565
358843225,3325,1517558298.283
358874064,3325,1517598085.97
358806434,3325,1517587520.587
358889379,3325,1517586552.44
358710272,3324,1517582304.553
358710272,3324,1517582231.179
340438652,3324,1517591399.302
358646186,3324,1517592324.467
354267503,3324,1517588386.031
358809735,3325,1517593462.764
358809735,3325,1517593505.98
358889379,3325,1517586544.326
358816648,3325,1517604457.959
358763348,3325,1517583666.873
358709756,3324,1517587388.481
278381864,3325,1517604142.94
358808273,3325,1517595353.535
358874064,3325,1517598002.822
358889379,3325,1517586569.349
358835161,3325,1517603965.749
358860578,3324,1517595935.692
340438652,3324,1517591185.706
358984809,3324,1517587993.293
358816648,3325,1517604444.091
358697601,3325,1517575118.578
278381864,3325,1517604214.321
358843225,3325,1517558351.096
358806434,3325,1517587362.106
334589987,3325,1517542348.132
358806434,3325,1517587459.056
359239153,3324,1517639761.429
359206241,3325,1517624599.827
359373371,3324,1517674117.681
359073985,3325,1517685801.403
359331444,3325,1517677712.233
282232775,3324,1517686959.475
359223062,3324,1517694585.689
359346034,3325,1517629917.143
359202842,3325,1517690470.028
349457225,3324,1517690287.241
338361620,3325,1517687601.345
359260052,3325,1517683333.056
359202842,3325,1517690469.33
359210921,3324,1517620516.378
359239153,3324,1517639706.449
359373371,3324,1517674170.533
359202842,3325,1517690457.979
359206241,3325,1517624623.519
310470786,3325,1517668469.9
359255003,3325,1517626013.869
359210921,3324,1517620520.457
359373371,3324,1517674164.459
359239153,3324,1517639702.318
359260052,3325,1517683301.539
282232775,3324,1517686983.212
331594802,3324,1517692378.659
359202842,3325,1517690475.815
359260052,3325,1517683305.182
359373371,3324,1517674109.615
359239153,3324,1517639752.833
359219347,3325,1517672933.549
255153847,3324,1517671053.226
359373371,3324,1517674042.688
359206948,3324,1517673250.463
359373371,3324,1517674136.641
359163913,3324,1517638593.1
359260052,3325,1517683323.987
359239153,3324,1517639714.378
359150389,3325,1517680426.234
359373371,3324,1517674160.793
331594802,3324,1517692217.89
359699294,3324,1517756473.556
359535525,3324,1517756840.295
359527982,3324,1517767458.061
359736583,3325,1517713860.435
359736583,3325,1517713947.867
359736583,3325,1517713944.197
359593986,3325,1517768513.55
359457871,3324,1517783266.508
359527982,3324,1517767565.022
359736583,3325,1517713851.333
359445170,3325,1517786489.53
359553200,3325,1517768746.56
359736583,3325,1517713949.819
305980777,3324,1517265278.495
305980777,3324,1517265286.553
357024504,3325,1517266813.373
305980777,3324,1517265283.758
357013755,3325,1517273785.887
357013755,3325,1517273838.943
357013755,3325,1517273792.122
357013755,3325,1517273710.909
357635165,3324,1517324935.509
357013755,3325,1517274147.627
357390800,3325,1517337280.6
357409261,3324,1517324918.335
357766815,3324,1517326459.418
204113911,3324,1517324020.841
357648094,3325,1517347149.553
357409261,3324,1517324915.726
357396311,3324,1517339998.356
357013755,3325,1517274114.433
357727652,3324,1517342016.771
357502954,3324,1517342098.873
357411479,3324,1517300908.766
357733758,3325,1517345310.804
357600785,3325,1517282226.349
357408351,3325,1517283924.273
357436062,3325,1517333796.787
357431645,3325,1517345579.845
357396311,3324,1517340212.668
357555477,3324,1517352831.961
357409261,3324,1517324912.252
357667814,3324,1517330115.671
357396311,3324,1517339991.166
357390800,3325,1517337275.292
357390800,3325,1517337265.661
357648094,3325,1517347137.011
357434968,3325,1517290344.418
357766815,3324,1517326453.102
357396311,3324,1517340192.32
357635165,3324,1517324973.116
357648094,3325,1517347168.375
318700409,3325,1517310315.213
357506814,3324,1517325324.682
357667814,3324,1517330086.825
357572081,3324,1517348608.851
357396311,3324,1517340224.606
357660669,3324,1517323224.972
346278331,3324,1517327907.125
357396311,3324,1517340246.256
357555477,3324,1517352840.585
357408351,3325,1517283919.265
357462119,3325,1517328008.477
357396311,3324,1517339977.895
357462119,3325,1517328027.119
357586687,3324,1517276809.421
247508295,3324,1517357911.783
247508295,3324,1517357887.011
357997563,3325,1517423658.18
357878781,3324,1517438038.437
358194196,3325,1517425698.606
357878781,3324,1517438054.26
357802960,3324,1517424551.096
207085494,3324,1517431011.336
358094906,3325,1517366061.75
357928456,3324,1517419748.984
357966774,3325,1517419769.302
358094906,3325,1517366034.599
358131074,3325,1517389806.817
358194196,3325,1517425672.284
358122143,3324,1517407529.249
357848595,3324,1517441845.546
357039004,3324,1517415810.276
358032547,3324,1517376537.055
358094906,3325,1517366099.021
357894634,3325,1517431462.196
358094906,3325,1517366083.074
357878781,3324,1517438032.124
358032547,3324,1517376486.55
250669467,3324,1517415501.137
358094906,3325,1517366074.023
357935471,3324,1517404776.264
358094906,3325,1517366110.517
357802960,3324,1517426108.68
357997563,3325,1517423709.975
357848595,3324,1517441863.029
357997563,3325,1517423695.747
357997563,3325,1517423660.399
358181773,3325,1517429040.045
357928456,3324,1517419798.397
358075549,3325,1517364760.54
357894634,3325,1517431449.917
357655912,3325,1517364849.374
357848595,3324,1517441824.023
357928456,3324,1517419764.148
358094906,3325,1517366052.865
358097588,3325,1517419784.186
358131074,3325,1517389820.229
357816956,3324,1517372560.216
358126220,3325,1517430631.794
357878781,3324,1517438046.873
358183885,3324,1517446803.765
358244725,3324,1517496764.511
358505254,3324,1517516930.785
358505254,3324,1517516941.481
358416547,3324,1517513245.732
350588421,3325,1517455639.736
358339828,3325,1517504802.302
358343268,3324,1517510757.534
321446521,3325,1517521123.603
358312793,3324,1517473343.28
358437614,3325,1517527923.063
358245451,3324,1517449660.917
358384505,3325,1517496268.063
359527982,3324,1517767536.85
359550088,3324,1517717033.732
359736583,3325,1517713948.356
359736583,3325,1517713924.491
342075364,3325,1517756470.629
359527982,3324,1517767530.077
359736583,3325,1517713949.66
359535525,3324,1517756865.696
359527982,3324,1517767496.701
342075364,3325,1517756484.17
359527982,3324,1517767524.828
359470944,3325,1517792219.505
359920672,3324,1517865752.231
360140858,3325,1517862340.486
360117229,3325,1517858792.304
359858810,3325,1517870698.175
360120183,3325,1517854307.127
278258431,3324,1517860442.289
359814331,3324,1517861944.732
360117229,3325,1517858776.176
359903992,3325,1517870639.778
176574626,3324,1517853209.38
359814331,3324,1517861882.596
359920672,3324,1517865717.204
360140858,3325,1517862385.851
288276066,3324,1517870256.666
359889991,3325,1517865862.2
359809366,3324,1517867477.396
176574626,3324,1517853214.497
359920672,3324,1517865728.567
360117229,3325,1517858782.44
359814331,3324,1517861854.708
359933565,3325,1517847916.183
360053120,3324,1517847774.651
161975552,3324,1517840293.081
359814331,3324,1517861888.055
360140858,3325,1517862361.698
359814331,3324,1517861934.571
288276066,3324,1517870232.345
360120183,3325,1517854311.266
359780079,3325,1517805847.166
359780079,3325,1517805835.28
359814331,3324,1517861872.461
359794009,3325,1517814598.923
161975552,3324,1517840335.554
161975552,3324,1517840379.951
359880101,3325,1517868859.025
359864242,3325,1517858571.844
359794009,3325,1517814616.945
359845373,3325,1517856087.668
161975552,3324,1517840362.377
354489200,3325,1517826502.344
359954847,3325,1517857237.78
360140858,3325,1517862401.076
360117229,3325,1517858778.604
354489200,3325,1517826496.291
176574626,3324,1517853201.683
359780079,3325,1517805853.314
288276066,3324,1517870241.995
313560424,3325,1517793240.94
360117229,3325,1517858795.587
359780079,3325,1517805832.644
359814331,3324,1517861953.517
359954847,3325,1517857241.433
359814331,3324,1517861923.537
359863753,3324,1517859477.115
360140858,3325,1517862316.278
360053120,3324,1517847772.674
359814331,3324,1517861875.758
359913825,3324,1517876980.964
360092090,3325,1517877141.085
359913825,3324,1517876936.019
360561677,3324,1517955366.157
352540881,3324,1517943172.863
360283105,3325,1517952009.329
360300203,3325,1517930829.57
360518570,3324,1517879544.652
360564291,3324,1517933011.632
360561677,3324,1517955227.571
352540881,3324,1517943131.899
360255867,3324,1517944205.567
360189676,3325,1517934056.28
360561677,3324,1517955364.288
360198813,3324,1517944371.454
360267594,3325,1517933849.396
360205622,3324,1517932683.544
360205622,3324,1517932666.526
360194122,3325,1517933741.135
360561677,3324,1517955196.327
360561677,3324,1517955358.368
360520919,3324,1517942743.186
360190009,3325,1517880098.267
360421701,3325,1517889628.663
360189676,3325,1517934007.494
360182138,3325,1517944169.912
360283105,3325,1517952015.601
360563998,3325,1517935841.199
360182138,3325,1517944180.768
360608699,3325,1517923701.804
360256942,3324,1517933140.261
360189676,3325,1517934021.993
357384934,3325,1517881011.84
357384934,3325,1517881014.579
360501277,3325,1517926144.798
360189676,3325,1517934062.614
360205622,3324,1517932679.678
360227920,3325,1517902818.379
360189676,3325,1517934063.788
360256942,3324,1517933103.835
360561677,3324,1517955366.235
352446264,3324,1517949587.06
355081123,3324,1517479775.464
358519008,3324,1517509280.697
358151315,3325,1517502380.583
358437614,3325,1517527945.435
355081123,3324,1517479786.949
358609223,3324,1517498373.722
356058723,3324,1517498851.27
358336440,3324,1517526515.747
358359701,3324,1517526685.392
358505254,3324,1517516895.859
248907851,3325,1517525455.581
358519008,3324,1517509343.59
358505254,3324,1517516892.274
358384505,3325,1517496177.652
358519008,3324,1517509354.358
358244725,3324,1517496704.19
355081123,3324,1517480965.769
358384505,3325,1517496188.679
358384505,3325,1517496182.763
356058723,3324,1517498810.161
358272111,3324,1517516735.849
248907851,3325,1517525528.454
358546432,3325,1517507138.91
358505254,3324,1517516899.77
358470755,3324,1517523508.098
358339828,3325,1517504805.298
358444018,3324,1517521707.655
358285993,3325,1517520661.939
358384505,3325,1517496166.038
358563203,3324,1517504104.216
358505254,3324,1517516902.891
248907851,3325,1517525532.21
358437614,3325,1517527914.428
358519008,3324,1517509307.982
358437302,3325,1517492503.53
358505254,3324,1517516913.844
358437614,3325,1517527954.542
358272081,3324,1517524151.964
356058723,3324,1517498824.614
358339828,3325,1517504800.116
358482571,3325,1517501789.306
351660241,3324,1517581604.655
358643980,3324,1517602257.232
358647517,3325,1517554991.723
358980082,3324,1517608530.132
358706721,3325,1517585324.818
358737046,3324,1517597251.526
358794517,3325,1517579345.343
358778684,3325,1517607651.204
358711285,3325,1517589356.992
358661288,3325,1517595494.23
351660241,3324,1517581610.641
358764564,3324,1517601882.075
358646882,3325,1517556586.258
358710153,3324,1517584604.102
358794517,3325,1517579314.075
358761053,3325,1517592511.503
358806965,3324,1517612286.66
358661288,3325,1517595484.921
358661288,3325,1517595505.397
358980082,3324,1517608497.979
358795320,3325,1517601062.961
358852591,3325,1517607735.276
358647517,3325,1517554966.929
358647517,3325,1517555047.838
358837624,3324,1517608802.532
358706721,3325,1517585334.022
358737046,3324,1517597315.65
351660241,3324,1517581613.932
358647517,3325,1517554995.452
358764564,3324,1517601822.978
358837624,3324,1517608872.324
358647517,3325,1517555040.51
358646882,3325,1517557071.187
358794517,3325,1517579338.381
358706721,3325,1517585340.147
358661288,3325,1517598901.22
358761053,3325,1517592534.635
358647517,3325,1517555002.558
358837624,3324,1517608877.098
358646882,3325,1517556593.379
358646882,3325,1517556576.3
358646882,3325,1517557066.881
248509227,3325,1517571366.535
359012331,3324,1517590733.224
358661288,3325,1517598121.217
358661288,3325,1517598889.761
358837624,3324,1517608916.895
358706721,3325,1517585304.921
358661288,3325,1517595472.18
359012331,3324,1517590783.161
358764564,3324,1517601859.011
358969571,3325,1517618091.66
359112989,3325,1517691391.043
359071600,3324,1517660883.331
359112989,3325,1517691399.383
336963408,3324,1517622930.951
355506162,3324,1517667554.122
359174474,3324,1517633706.256
359170455,3325,1517699861.014
251969489,3324,1517682182.128
359174474,3324,1517634813.915
359303800,3325,1517691575.152
359381917,3324,1517671764.882
359211628,3324,1517692079.801
359159894,3325,1517692862.795
359174474,3324,1517634769.703
359112989,3325,1517691411.766
355506162,3324,1517667518.59
251969489,3324,1517682142.014
359170455,3325,1517699837.391
360421701,3325,1517889619.175
360182138,3325,1517944174.549
360283105,3325,1517951988.772
360520919,3324,1517942739.51
360163510,3325,1517897872.904
292844476,3324,1517928508.032
360194122,3325,1517933744.987
360561677,3324,1517955365.28
360256894,3325,1517932176.543
360267594,3325,1517933883.073
352540881,3324,1517943210.212
360227677,3324,1517949244.366
352540881,3324,1517943237.542
360194122,3325,1517933737.449
360189676,3325,1517934015.4
359228803,3324,1517965236.388
360340707,3324,1517964128.766
359228803,3324,1517965196.981
360340707,3324,1517964097.004
359228803,3324,1517965195.991
360291746,3324,1517964948.795
359228803,3324,1517965223.348
359228803,3324,1517965192.024
360656016,3324,1518044638.361
360809982,3324,1518023479.162
360656016,3324,1518046260.059
360658781,3324,1518028963.963
292844476,3324,1518026748.437
360634952,3324,1518034439.201
360656016,3324,1518044640.598
360650148,3324,1518038442.148
360924155,3324,1518034930.362
360885519,3324,1518020039.849
360913212,3325,1518022726.869
360656016,3324,1518044963.221
360656016,3324,1518044528.579
292844476,3324,1518026721.398
360872510,3324,1518015442.119
360656016,3324,1518044608.242
360656016,3324,1518044506.66
360841802,3324,1518020801.259
360830219,3325,1518026440.842
360786100,3324,1518024473.991
360656016,3324,1518044369.641
360885519,3324,1518020034.688
360830219,3325,1518026466.785
360656016,3324,1518044559.671
360676183,3325,1518042102.919
360656016,3324,1518044364.472
292844476,3324,1518026742.317
360636234,3324,1518038004.441
360718905,3325,1518030485.369
360927376,3325,1518035291.611
360629481,3325,1518029972.582
360786100,3324,1518024459.524
360636234,3324,1518037980.936
360712153,3325,1518019929.06
360786100,3324,1518024408.934
292844476,3324,1518026738.337
360924155,3324,1518034937.32
360830219,3325,1518026444.359
360712153,3325,1518019933.761
360924155,3324,1518034967.396
360656016,3324,1518044623.233
360938225,3324,1518035326.663
360656016,3324,1518045240.311
360977342,3325,1518024752.041
360676183,3325,1518042025.205
360634465,3324,1518044466.627
360656016,3324,1518044342.674
360634952,3324,1518034436.239
360629481,3325,1518029978.172
360656016,3324,1518044483.463
360676183,3325,1518042054.481
360880770,3324,1518034419.175
360656016,3324,1518044492.894
360718905,3325,1518030482.488
360729352,3325,1518022645.76
360817308,3324,1518010506.691
360708692,3324,1518013405.936
360730199,3325,1518021690.684
360650148,3324,1518038428.713
360656016,3324,1518044519.328
360929655,3325,1518042126.852
360646455,3324,1518029453.789
360730199,3325,1518021670.447
360977342,3325,1518024733.975
360676183,3325,1518042048.19
360860801,3324,1518018753.299
360786100,3324,1518024422.688
360786100,3324,1518024418.917
333888396,3325,1518049648.25
333888396,3325,1518049666.783
333888396,3325,1518049678.002
357178490,3325,1517269592.775
357084310,3324,1517267786.788
357084310,3324,1517267793.196
357000773,3324,1517268860.563
357178490,3325,1517269579.562
357084310,3324,1517267776.537
357345673,3325,1517273805.995
357541338,3324,1517336560.806
357386354,3325,1517341320.938
357352928,3324,1517332425.503
357386354,3325,1517341329.498
342822910,3325,1517323706.027
357410236,3325,1517287943.952
336120532,3324,1517344547.819
357360305,3324,1517355420.926
357516929,3324,1517336449.706
357516929,3324,1517336436.576
357352928,3324,1517332584.652
345290720,3324,1517275542.438
