dw_site_visitor_id,variant_id,expmt_expsr_utc_ts_epoch
360680987,3325,1518037645.984
307949849,3324,1517985688.104
360878352,3325,1517966236.173
360936613,3324,1518030150.397
360752639,3325,1518032273.063
360668915,3324,1518031997.451
360668915,3324,1518032048.237
310674599,3324,1517978339.134
351015641,3325,1518019701.865
360789075,3324,1518003921.027
360544722,3325,1517966307.073
360668915,3324,1518032067.198
360789075,3324,1518003914.181
360936613,3324,1518030157.749
360668915,3324,1518032083.099
351015641,3325,1518019687.82
360984085,3324,1518036549.328
350369331,3324,1517977471.612
360752639,3325,1518032318.254
357947333,3324,1517444249.813
357947333,3324,1517444241.687
357947333,3324,1517444210.298
357947333,3324,1517444272.573
357947333,3324,1517444277.333
357947333,3324,1517444261.658
357947333,3324,1517444215.879
337356873,3325,1517446636.374
337356873,3325,1517446642.792
358542874,3324,1517506253.176
358407655,3325,1517493042.027
358481558,3325,1517526774.992
358608786,3325,1517500797.486
358608786,3325,1517500806.911
358238677,3324,1517528726.372
358544354,3325,1517499898.294
358608786,3325,1517500804.005
358422574,3325,1517507468.615
358544354,3325,1517499864.695
358285993,3325,1517510371.793
358608786,3325,1517500800.33
358422574,3325,1517507317.71
358544354,3325,1517499889.338
358344047,3325,1517506571.795
358344047,3325,1517506611.129
358533409,3324,1517521796.282
358544354,3325,1517499728.391
358450091,3325,1517449872.482
358227481,3324,1517503907.934
358285344,3325,1517506544.332
358542874,3324,1517506303.976
358608786,3325,1517501261.36
358292564,3325,1517499217.944
358544354,3325,1517499871.573
358544354,3325,1517499866.167
358344047,3325,1517506614.383
358608786,3325,1517501243.787
358374024,3324,1517517444.445
358370041,3325,1517502448.899
358583011,3324,1517517254.866
358544354,3325,1517499863.954
358285344,3325,1517506550.662
358608786,3325,1517501235.496
358542874,3324,1517506400.921
358398831,3325,1517491480.628
358301869,3324,1517462324.085
358533409,3324,1517521771.348
358544354,3325,1517499865.765
358422574,3325,1517507440.011
358285993,3325,1517510366.792
358544354,3325,1517499874.119
358398831,3325,1517491481.567
358344047,3325,1517506584.247
358393355,3324,1517517547.891
358544354,3325,1517499865.186
358238677,3324,1517528733.406
358294870,3324,1517449370.132
358243441,3324,1517518986.691
358544354,3325,1517499834.897
358285993,3325,1517510395.594
358533409,3324,1517521795.654
358608786,3325,1517500820.717
358393355,3324,1517517522.426
358374024,3324,1517517447.568
358393457,3324,1517509912.839
358542874,3324,1517506272.019
358285993,3325,1517510425.346
358608786,3325,1517501254.782
358544354,3325,1517499866.694
358432745,3324,1517532701.1
358432745,3324,1517532708.52
358432745,3324,1517532716.809
358661288,3325,1517603934.718
358624589,3324,1517590011.255
358661288,3325,1517603928.287
358830811,3324,1517605063.828
358994832,3325,1517602170.532
358978441,3324,1517592484.369
350408438,3325,1517602140.468
358618665,3324,1517540508.524
358994832,3325,1517602183.914
358683605,3324,1517596069.877
358732454,3324,1517572807.291
358830811,3324,1517605036.024
358661288,3325,1517593533.592
358994832,3325,1517602173.118
350408438,3325,1517602132.849
358670193,3324,1517596923.747
358994832,3325,1517602315.331
250931542,3325,1517554701.978
277050885,3325,1517598353.151
357075168,3325,1517589290.041
250931542,3325,1517554851.068
358772456,3324,1517601838.274
277050885,3325,1517598341.512
358649572,3324,1517584128.658
358768062,3324,1517582310.236
358855487,3324,1517569672.084
358830549,3324,1517548730.676
359002945,3325,1517602251.159
250931542,3325,1517554796.842
358830549,3324,1517548702.505
277050885,3325,1517598361.36
358661288,3325,1517603988.966
350408438,3325,1517602140.86
358770083,3325,1517595839.743
359002945,3325,1517602231.065
358682003,3324,1517567597.297
358976873,3324,1517597804.995
357075168,3325,1517587999.29
358661288,3325,1517603974.614
358772976,3324,1517584736.427
358830549,3324,1517549221.305
358661288,3325,1517603966.236
358670193,3324,1517596982.135
358770083,3325,1517595795.256
350408438,3325,1517602136.152
358696814,3324,1517539545.4
250931542,3325,1517554749.122
358817348,3325,1517611340.833
358661288,3325,1517603895.723
358835598,3324,1517615511.708
359170455,3325,1517699920.831
359075762,3324,1517690564.484
359170455,3325,1517699904.566
359044158,3325,1517685113.651
359202766,3324,1517697919.077
359060608,3325,1517692733.98
351591831,3324,1517668823.306
188002650,3325,1517683798.432
251979069,3325,1517660747.764
359170455,3325,1517699885.372
359170455,3325,1517699889.741
359316856,3325,1517663283.42
328250511,3324,1517628210.934
251979069,3325,1517660766.77
251979069,3325,1517660751.953
359060608,3325,1517692725.726
359202766,3324,1517697890.712
359144458,3325,1517665710.547
271338063,3325,1517635303.439
359044158,3325,1517685122.771
359086142,3324,1517688573.297
347970283,3325,1517686888.853
251979069,3325,1517660740.334
347970283,3325,1517686907.084
359100466,3325,1517691679.135
359316856,3325,1517663313.195
359316856,3325,1517663342.207
251979069,3325,1517660753.953
271338063,3325,1517635309.487
251979069,3325,1517660762.195
359352534,3324,1517694934.982
251979069,3325,1517660746.854
359078932,3324,1517653168.333
359308893,3324,1517627132.539
359166863,3325,1517679123.695
359170455,3325,1517699911.969
359594044,3325,1517750161.475
359644790,3324,1517783312.75
359607638,3325,1517717702.372
272593896,3325,1517706509.421
359594044,3325,1517750238.234
359482694,3325,1517775350.764
359594044,3325,1517750234.243
359594044,3325,1517750245.492
359699294,3324,1517758484.159
359424106,3324,1517719199.385
359482694,3325,1517775637.357
359482694,3325,1517775389.598
359594044,3325,1517750215.801
359594044,3325,1517750265.342
359399730,3324,1517769712.239
359535322,3324,1517767414.514
359442445,3324,1517791305.74
359836236,3325,1517859692.216
359878720,3324,1517861915.05
344631400,3325,1517873725.486
344631400,3325,1517873719.368
360070789,3325,1517852291.132
359808604,3325,1517844971.16
359577886,3325,1517804553.104
359790673,3324,1517855452.458
359908358,3325,1517811327.584
359750866,3324,1517798256.238
359878720,3324,1517861598.452
312527764,3324,1517845041.53
359750866,3324,1517798545.565
359878720,3324,1517861915.76
359750866,3324,1517798275.079
359772549,3324,1517856459.973
359750866,3324,1517798078.918
360044691,3324,1517859759.738
360056763,3324,1517836593.509
360044691,3324,1517859731.573
359772549,3324,1517856349.035
324609429,3324,1517849624.302
359772549,3324,1517856344.022
359957761,3325,1517857390.474
359943842,3324,1517859360.742
359957761,3325,1517857330.806
359957761,3325,1517857324.982
359750866,3324,1517798084.905
359836236,3325,1517859698.892
344631400,3325,1517873687.331
359784566,3324,1517861560.399
359878720,3324,1517861932.326
359865056,3324,1517805515.055
359943842,3324,1517859402.615
359784566,3324,1517861545.636
324609429,3324,1517849574.521
359943842,3324,1517859382.259
359957761,3325,1517857392.46
360099494,3324,1517863051.617
360075718,3324,1517837238.644
360044691,3324,1517859636.694
295883413,3324,1517797817.061
359750866,3324,1517798782.386
359957761,3325,1517857395.881
359932018,3325,1517851441.634
359991815,3325,1517842715.909
359808604,3325,1517845013.25
359808604,3325,1517845215.461
359878720,3324,1517861920.722
359865056,3324,1517805533.746
360044691,3324,1517859657.832
359957761,3325,1517857327.561
359784566,3324,1517861540.395
359878720,3324,1517861938.819
359943842,3324,1517859413.406
324609429,3324,1517849564.216
359772549,3324,1517856353.394
359784566,3324,1517861562.593
359865056,3324,1517805647.944
360138029,3325,1517861240.954
359943842,3324,1517859338.829
359865056,3324,1517805605.236
359808604,3325,1517845200.297
359991815,3325,1517842700.207
359943842,3324,1517859355.317
359784566,3324,1517861533.85
359827057,3325,1517817866.495
359865056,3324,1517805626.461
359788024,3324,1517837833.311
359750866,3324,1517798281.586
359750866,3324,1517798559.649
359784566,3324,1517861559.855
360094549,3324,1517830770.909
359943842,3324,1517859370.543
359856961,3325,1517831850.056
359957761,3325,1517857394.376
360124009,3325,1517848484.086
359784566,3324,1517861568.629
359772549,3324,1517856471.264
359878720,3324,1517861935.629
359777490,3325,1517878248.234
359777490,3325,1517878238.401
360310173,3325,1517950447.74
360586990,3324,1517948508.74
360225790,3324,1517952410.251
360467833,3324,1517936812.607
360401130,3325,1517953753.037
360227570,3325,1517893878.287
360586990,3324,1517948484.214
360319525,3325,1517896155.989
360310173,3325,1517950442.82
360319525,3325,1517896149.657
360586990,3324,1517948413.548
360238671,3325,1517954500.589
360338697,3325,1517953464.198
360264365,3325,1517949567.067
360586990,3324,1517948410.119
360526833,3325,1517939983.133
209372334,3324,1517897047.41
360471467,3324,1517916395.093
360586990,3324,1517948496.111
360290634,3324,1517943151.986
360526833,3325,1517939936.566
360471467,3324,1517916433.525
360256653,3324,1517917893.308
360388777,3325,1517924427.168
360562080,3324,1517932380.666
360338697,3325,1517953459.063
360549133,3324,1517956351.219
360264365,3325,1517949577.726
360201625,3325,1517927074.485
360549133,3324,1517956451.139
360549133,3324,1517956318.387
360467833,3324,1517936810.312
360577107,3325,1517921065.956
360264365,3325,1517949530.249
360319525,3325,1517896124.578
360367748,3325,1517952039.581
360362443,3325,1517896301.667
360251683,3325,1517897370.01
360467833,3324,1517936804.496
360225790,3324,1517952432.59
360562080,3324,1517932379.366
360319525,3325,1517896164.755
360414283,3324,1517939457.135
360252201,3325,1517932833.688
360558289,3325,1517920221.13
360286936,3324,1517955989.167
360282078,3325,1517917985.853
353212391,3324,1517934911.495
360319525,3325,1517896137.178
360282078,3325,1517917994.591
360225790,3324,1517952329.76
360549133,3324,1517956444.414
360586990,3324,1517948505.485
360319525,3325,1517896143.919
360338697,3325,1517953454.252
360264365,3325,1517949504.537
209372334,3324,1517897034.6
360264365,3325,1517949499.653
360414283,3324,1517939474.918
360522404,3324,1517946555.355
360310173,3325,1517950452.206
360338697,3325,1517953448.98
360414283,3324,1517939453.226
360319525,3325,1517896119.748
360549133,3324,1517956413.604
360414283,3324,1517939464.382
360528875,3325,1517885228.455
360526833,3325,1517939967.006
359228803,3324,1517964650.976
359228803,3324,1517964668.693
359228803,3324,1517964566.172
359228803,3324,1517964678.778
359228803,3324,1517964682.69
359228803,3324,1517964713.811
359228803,3324,1517964743.352
359228803,3324,1517964660.874
329726787,3325,1518021125.947
360881551,3324,1518015019.292
360606514,3325,1518025798.644
360995762,3325,1517975412.586
360606514,3325,1518025782.803
360739608,3325,1518033125.007
360927376,3325,1518035324.256
360835033,3324,1518026091.112
360784553,3325,1518029709.92
360739608,3325,1518033130.304
360650540,3325,1518046890.241
360787886,3324,1517991172.671
346641567,3324,1518045622.34
360881551,3324,1518015073.526
360787886,3324,1517991176.901
360890960,3324,1518016685.74
329726787,3325,1518021133.731
360881551,3324,1518014994.051
360784553,3325,1518029698.034
360755019,3325,1518023985.487
360739608,3325,1518033133.863
360788215,3324,1518021315.378
360881551,3324,1518014981.025
346641567,3324,1518045583.739
360701680,3324,1517981427.458
360784553,3325,1518029642.025
352123611,3325,1518037676.626
360650540,3325,1518046897.681
360650540,3325,1518046892.745
360881551,3324,1518015056.55
360787886,3324,1517991206.555
352123611,3325,1518037604.672
360796284,3324,1518021066.456
235846116,3324,1517268434.268
357011376,3324,1517266436.916
357068093,3325,1517264996.643
357068093,3325,1517264998.179
357323455,3324,1517266047.24
357409636,3325,1517285221.969
357452279,3324,1517325480.191
337871815,3325,1517274559.77
357541668,3325,1517335281.707
355655325,3324,1517275328.243
357359871,3324,1517279096.124
357394333,3324,1517337519.749
357359871,3324,1517279104.903
357381652,3324,1517281662.169
357704876,3325,1517340356.33
357753704,3325,1517340592.932
357384243,3325,1517318826.77
357359871,3324,1517279100.297
357359871,3324,1517279101.409
250558955,3325,1517336457.794
357541668,3325,1517335393.77
337871815,3325,1517274565.735
357541668,3325,1517335354.872
357373210,3325,1517328700.57
357593497,3324,1517277708.29
357359871,3324,1517278981.43
355698338,3324,1517324379.263
355655325,3324,1517275288.755
357452279,3324,1517325449.933
357405550,3325,1517333010.134
337871815,3325,1517274573.586
357678948,3324,1517313845.499
357541668,3325,1517335263.937
337871815,3325,1517274589.912
357607734,3324,1517335182.75
357768426,3324,1517300848.722
357426218,3324,1517336105.776
357394333,3324,1517337533.81
357645625,3324,1517281729.129
357384243,3325,1517318828.51
337871815,3325,1517274594.137
357384243,3325,1517318819.533
357359871,3324,1517279103.575
357359871,3324,1517279103.547
357394333,3324,1517337637.781
357384243,3325,1517318840.514
357607734,3324,1517335216.875
355698338,3324,1517324372.583
357384243,3325,1517318837.122
357998573,3325,1517415389.152
357802960,3324,1517424501.932
358162463,3324,1517419695.997
357810376,3324,1517384888.59
352736062,3324,1517432265.552
357874880,3325,1517430528.001
357855400,3325,1517415908.55
352736062,3324,1517432341.129
281252158,3325,1517425456.575
358082498,3324,1517369056.269
357956076,3325,1517410807.879
358176796,3325,1517434841.519
358097241,3325,1517401526.444
358097241,3325,1517401455.06
357956076,3325,1517410814.576
358097241,3325,1517401551.401
357855400,3325,1517415930.782
333504066,3324,1517433474.498
357802960,3324,1517424526.471
328723983,3324,1517423977.096
357981029,3324,1517419250.708
358022810,3325,1517396694.369
