a,0.00013897658257325956,0.00041692974771950314,-0.0448894361711316,-0.06782057229570335,-0.0002779531651463259,-0.01473151775275565
acheetahi,0.0005559063302926539,0.000555906330292675,0.0005559063302926299,-0.0016677189908779553,-0.000555906330292669,-0.0001389765825731583
android,-1.669525686451537,1.1794942562986652,-0.20485148271283957,-1.6035118097293566,0.8733288448897932,-0.11437772745771195
applewebkit,-0.05420086720353368,-0.07212884635547176,-0.007365758876377644,-0.032103590574400584,-0.002779531651463333,0.0022236253211705657
asktborj,-7.993023226542438e-17,0.0,0.0,-0.0002779531651463214,0.0,-0.0001389765825731474
at,-0.00041692974771943625,0.00041692974771950054,0.00013897658257311835,-0.02098546396854751,0.00013897658257312285,0.0011118126605853722
bri,-0.00013897658257312664,0.0,-0.0006948829128658153,0.00013897658257312613,-0.00041692974771947923,-0.0005559063302926597
build,-0.4138722629028783,-0.0013897658257315162,-0.014314588005036181,-0.0034744145643291445,1.1280729207465623,-0.04586227224914365
center,-0.08088437105758033,-0.00041692974771949696,-0.0022236253211705874,0.0023626019037439076,-0.0013897658257315914,-0.002640555068890091
chrome,0.5393681169664428,0.0005559063302926537,-0.0013897658257317582,-0.2832342752841044,-0.0004169297477194817,0.0036133911469024447
chromeframe,0.0004169297477194654,0.0,0.0,-0.0009728360780121442,-0.0005559063302926647,-0.00013897658257316657
clr,-0.12090962683865064,-0.00013897658257316405,-0.0036133911469022413,0.14564745853667233,-0.00027795316514633243,-0.0066708759635117935
compatible,0.2580795138383623,-0.02056853422082814,-0.04794692098774119,-0.16107385920229433,-0.1279974325498815,-0.024459878532876726
cpu,-0.675565167888141,-0.5069865732268964,0.5101830346260793,-0.11187614897139536,-0.002779531651463277,0.20693613145143738
en,-0.06031583683675228,0.0004169297477195533,-0.00013897658257318055,0.001389765825731696,-0.00041692974771951946,-0.0002779531651462795
fban,-0.1360580743391243,-0.0006948829128658357,-0.0008338594954389946,-0.059204024176167123,0.00041692974771951886,-0.00041692974771953377
