"","Estimate","Std. Error","t value","Pr(>|t|)"
"U0",731.73940245767,26.314245798619,27.8077284850806,3.05702540983135e-16
"pv",2.98143488701373,0.0726398125095569,41.0440884139324,3.07433078505252e-19
