true_probability_control,Bayesian_CDF
0.196840275416,0.865
0.197027909865,0.866
0.197216596723,0.867
0.197406351381,0.868
0.197597189568,0.869
0.197789127361,0.87
0.197982181195,0.871
0.198176367875,0.872
0.198371704587,0.873
0.198568208909,0.874
0.198765898824,0.875
0.198964792734,0.876
0.199164909468,0.877
0.199366268303,0.878
0.199568888974,0.879
0.199772791688,0.88
0.199977997142,0.881
0.200184526539,0.882
0.200392401603,0.883
0.200601644597,0.884
0.200812278343,0.885
0.201024326238,0.886
0.201237812278,0.887
0.201452761075,0.888
0.201669197878,0.889
0.201887148602,0.89
0.202106639842,0.891
0.202327698908,0.892
0.20255035384,0.893
0.202774633445,0.894
0.20300056732,0.895
0.20322818588,0.896
0.203457520393,0.897
0.203688603012,0.898
0.203921466806,0.899
0.204156145797,0.9
0.204392675,0.901
0.204631090459,0.902
0.204871429289,0.903
0.205113729722,0.904
0.205358031148,0.905
0.205604374168,0.906
0.205852800639,0.907
0.206103353734,0.908
0.206356077991,0.909
0.206611019378,0.91
0.20686822535,0.911
0.207127744921,0.912
0.207389628727,0.913
0.207653929103,0.914
0.207920700162,0.915
0.208189997874,0.916
0.208461880154,0.917
0.208736406955,0.918
0.209013640365,0.919
0.209293644711,0.92
0.209576486669,0.921
0.209862235382,0.922
0.210150962581,0.923
0.210442742724,0.924
0.210737653128,0.925
0.211035774129,0.926
0.211337189234,0.927
0.211641985298,0.928
0.211950252705,0.929
0.212262085562,0.93
0.212577581912,0.931
0.212896843958,0.932
0.2132199783,0.933
0.213547096199,0.934
0.213878313853,0.935
0.214213752698,0.936
0.214553539725,0.937
0.214897807838,0.938
0.215246696221,0.939
0.215600350748,0.94
0.215958924422,0.941
0.216322577854,0.942
0.21669147978,0.943
0.21706580762,0.944
0.217445748097,0.945
0.217831497899,0.946
0.218223264413,0.947
0.21862126652,0.948
0.219025735469,0.949
0.219436915837,0.95
0.21985506658,0.951
0.220280462201,0.952
0.220713394023,0.953
0.221154171611,0.954
0.221603124339,0.955
0.222060603138,0.956
0.222526982432,0.957
0.223002662305,0.958
0.223488070923,0.959
0.223983667251,0.96
0.224489944108,0.961
0.22500743161,0.962
0.225536701069,0.963
0.226078369415,0.964
0.226633104231,0.965
0.227201629509,0.966
0.227784732248,0.967
0.228383270051,0.968
0.228998179918,0.969
0.229630488443,0.97
0.230281323728,0.971
0.230951929343,0.972
0.231643680798,0.973
0.232358105059,0.974
0.233096903853,0.975
0.233861981643,0.976
0.234655479471,0.977
0.235479816214,0.978
0.236337739286,0.979
0.237232387539,0.98
0.238167370043,0.981
0.239146865869,0.982
0.240175751967,0.983
0.241259769261,0.984
0.242405741581,0.985
0.243621869067,0.986
0.244918128796,0.987
0.246306833593,0.988
0.247803430732,0.989
0.249427676404,0.99
0.251205421229,0.991
0.253171434967,0.992
0.255374096586,0.993
0.257883664161,0.994
0.260808024114,0.995
0.264325925153,0.996
0.268768034565,0.997
0.274864262435,0.998
0.28488730814,0.999
